Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.14979868115505202,15.950442767638636,36588.814013680712,44674.503547242806,28.600629633004282,1502.261448690937,1020.8440811046339
0.44999999999999996,0.44937928729449761,15.839062618108537,36698.201451269131,44930.269083841195,28.77613881264336,1502.1180064479702,1021.0042082187093
0.74999999999999989,0.74888653257874815,15.566075938776097,36864.50085627423,45437.597799589457,29.121158501716693,1501.6582868240034,1021.3291854099409
1.05,1.0483375364411096,15.522372255838558,36899.383279260946,45529.6435340658,29.18396935181848,1501.5972197344652,1021.3881263812156
1.35,1.3477802903017706,15.521847083720854,36893.53312230375,45523.015086256113,29.179116344802175,1501.5949091830169,1021.3858510806773
1.65,1.6472227179460548,15.4994996305325,36873.006796768554,45522.793038373813,29.177513544071655,1501.5270961741821,1021.3907400604975
1.9500000000000002,1.9466515959632205,15.365980788193349,36846.575051463187,45640.628980134235,29.253178190564615,1501.194999303357,1021.4786817300853
2.25,2.2460476662691788,15.189155710522483,36840.934342250242,45834.421861970593,29.380020804491792,1500.7824950968532,1021.614989990249
2.55,2.5454009079735775,14.99056081103034,36838.7763888889,46059.339556358384,29.527305720502149,1500.321654970847,1021.7713785765353
2.85,2.8447251199389916,14.944183530468953,36844.952958978989,46120.548353271624,29.567748563760468,1500.2244765971341,1021.8135431552439
3.15,3.1440400605526451,14.936257125994603,36865.350033756178,46155.239232171858,29.591827084350506,1500.2319050091987,1021.8350667371926
3.4499999999999997,3.4433426862093386,14.907939833568142,36922.538606143142,46259.640011642674,29.664212743780734,1500.229833465819,1021.8980200665153
3.75,3.7426295394593749,14.878910484826227,36952.860276057996,46331.331306203087,29.713249967832418,1500.1983105551715,1021.9431586856612
4.05,4.0419018273876981,14.848905032546387,36995.905419459174,46420.228346604454,29.774478846541903,1500.1777752677356,1021.9978807793284
4.35,4.341150078835617,14.733595572452801,37020.093924803463,46585.3812012792,29.884250332225349,1499.9383353658318,1022.1077265403736
4.6499999999999995,4.6403693509514614,14.632623102863574,37029.547179495537,46715.993391842945,29.970266984358798,1499.7168149375993,1022.1962381501388
4.9499999999999993,4.9395723584051447,14.604056801783857,37027.91719868673,46747.631668151364,29.990717784514825,1499.6530516219987,1022.2192396107178
5.2499999999999991,5.2387695483651,14.578193496250096,37020.937200311579,46769.362027373973,30.004286489057264,1499.5899767462483,1022.2363774930884
5.55,5.5379539551228154,14.494930023634087,37024.63742945889,46872.645941267707,30.071917467870627,1499.403512424409,1022.3069834708589
5.7151270275333541,5.7026272905270368,14.49253559112549,37004.94140625,46850.551442644668,30.055935771721114,1499.3798208145556,1022.2959056618632
